0     	102.174     	183.463     	57.9729     	104.846     	186.098     	56.8317     	107.623     	186.816     	59.4716     	107.65     	183.756     	61.8831     	106.793     	181.174     	59.1493     	107.595     	180.738     	55.3696     	111.397     	180.77     	54.3569     	113.493     	179.858     	57.513     	111.276     	177.43     	59.6742     	111.69     	173.779     	60.9859     	110.411     	170.268     	62.0299     	112.562     	167.307     	60.6153     	115.81     	166.246     	58.6822     	114.946     	166.237     	54.9037     	111.295     	166.445     	53.6182     	109.312     	169.237     	51.7891     	106.592     	171.162     	49.8369     	104.547     	172.528     	52.822     	106.329     	173.368     	56.1954     	104.491     	172.651     	59.6069     	100.646     	172.858     	60.1675     	96.8199     	173.343     	60.7735     	96.5155     	173.786     	56.9423     	93.3018     	175.928     	56.759     	91.5793     	174.552     	53.5597     	90.9948     	171.093     	55.2964     	93.8371     	168.401     	54.8505     	93.8862     	168.128     	50.9413     	95.9097     	166.144     	48.292     	99.6356     	165.108     	47.8267     	102.209     	167.928     	46.9525     	99.6168     	170.584     	45.8551     	100.615     	174.243     	46.8431     	104.238     	175.723     	46.6328     	105.75     	177.525     	49.7427     	109.235     	178.758     	48.4924     	112.29     	178.612     	46.0795     	112     	180.883     	42.9737     	109.477     	182.084     	40.249     	110.348     	185.726     	39.0286     	108.809     	187.343     	42.1691     	105.951     	188.721     	44.4722     	107.082     	190.613     	47.706     	109.626     	193.524     	48.1289     	108.827     	196.642     	50.3522     	
1     	109.983     	182.224     	65.5778     	108.127     	184.621     	63.1857     	107.543     	185.715     	59.455     	105.81     	182.614     	57.9197     	107.243     	180.308     	55.1866     	110.079     	181.499     	52.8794     	113.435     	179.492     	52.7336     	116.981     	180.631     	51.5233     	118.394     	177.053     	52.0969     	116.592     	173.654     	52.6118     	118.306     	171.026     	50.3267     	115.894     	167.928     	50.1633     	112.171     	169.11     	50.1041     	109.897     	169.962     	53.1978     	112.313     	169.167     	56.1175     	109.836     	167.392     	58.5432     	106.678     	169.642     	59.0851     	106.716     	172.939     	57.0586     	104.27     	175.479     	58.6769     	103.095     	177.489     	61.8391     	99.2235     	177.202     	61.7833     	95.41     	177.288     	62.5172     	91.6654     	176.201     	62.5728     	90.855     	174.584     	59.1335     	94.3161     	174.552     	57.3457     	96.4342     	172.721     	54.5528     	93.0645     	170.983     	53.8113     	94.1278     	167.65     	52.0792     	96.4413     	166.23     	49.2143     	99.8288     	165.965     	51.1392     	101.057     	169.559     	51.9748     	102.978     	172.84     	52.8284     	105.362     	175.898     	52.3449     	107.614     	175.648     	49.1664     	110     	177.212     	46.5517     	112.849     	179.638     	45.5034     	114.138     	181.65     	42.4502     	111.135     	182.279     	40.0197     	109.219     	185.237     	41.6935     	106.449     	183.089     	43.4349     	107.206     	182.737     	47.2534     	108.773     	186.273     	47.5423     	109.2     	189.414     	49.867     	107.606     	192.9     	50.1999     	108.827     	196.642     	50.3522     	
2     	113.083     	183.439     	65.3841     	113.999     	185.217     	62.0391     	113.516     	182.169     	59.6236     	111.31     	178.964     	59.8021     	108.475     	180.525     	57.652     	108.992     	181.439     	53.936     	111.575     	179.176     	52.1541     	113.595     	182.071     	50.4857     	115.87     	180.135     	47.9993     	119.671     	179.313     	48.4181     	119.743     	175.465     	47.7965     	119.242     	173.364     	51.0835     	119.206     	172.788     	54.9342     	115.775     	171.589     	56.3648     	113.19     	169.29     	58.1534     	110.728     	171.437     	60.2933     	107.263     	171.192     	58.6155     	104.203     	173.53     	59.4141     	104.231     	175.972     	56.4336     	103.663     	179.768     	55.7988     	102.73     	180.774     	59.4139     	100.232     	181.986     	62.1392     	97.044     	180.172     	60.9174     	97.4931     	176.79     	58.9792     	98.3564     	175.843     	55.2856     	96.4285     	173.02     	53.4347     	98.3227     	171.513     	50.3852     	101.547     	169.508     	51.3088     	103.137     	169.328     	47.8242     	106.797     	168.79     	49.1163     	108.597     	170.476     	52.1053     	112.162     	171.637     	51.163     	113.415     	173.897     	48.2639     	113.801     	174.05     	44.359     	112.975     	177.673     	43.1897     	110.578     	178.296     	46.1465     	107.461     	176.423     	47.6192     	104.362     	177.48     	45.5579     	101.674     	179.965     	46.8126     	102.419     	181.566     	50.2829     	103.964     	185.121     	50.1606     	105.291     	188.017     	47.9344     	108.093     	190.693     	47.5573     	107.117     	193.163     	50.417     	108.827     	196.642     	50.3522     	
3     	104.351     	185.143     	63.5818     	106.271     	185.667     	60.2822     	106.083     	183.647     	56.9776     	109.038     	183.141     	54.4521     	109.958     	179.826     	52.5334     	113.299     	179.838     	50.5402     	114.106     	178.107     	47.148     	117.395     	180.159     	47.3277     	121.037     	178.869     	46.9551     	121.582     	177.15     	50.4014     	120.108     	174.939     	53.2092     	120     	174.352     	57.0568     	118.885     	178.069     	57.7568     	116.718     	178.411     	60.9202     	115.788     	177.189     	64.5343     	111.909     	176.882     	65.051     	108.788     	178.832     	63.8248     	105.83     	177.121     	62.0073     	102.155     	176.228     	62.9517     	99.3339     	178.781     	62.124     	96.1914     	181.059     	61.5715     	95.2208     	183.249     	58.5113     	96.9638     	181.005     	55.7956     	98.6137     	177.921     	54.0809     	102.243     	177.236     	52.9598     	103.428     	174.769     	55.7373     	105.143     	171.728     	53.9817     	108.155     	170.068     	52.2585     	110.885     	171.78     	54.5051     	113.997     	171.808     	52.1898     	114.701     	169.674     	49.0058     	112.692     	167.943     	46.1667     	110.261     	170.561     	44.5808     	109.185     	174.322     	44.541     	110.369     	177.634     	42.9062     	106.728     	178.127     	41.4576     	103.226     	177.727     	43.2231     	99.7607     	178.98     	44.4903     	100.568     	181.306     	47.5426     	103.286     	183.595     	49.2164     	102.925     	187.082     	50.8521     	104.399     	190.719     	51.3007     	106.811     	192.038     	54.0939     	109.37     	194.924     	53.7593     	108.827     	196.642     	50.3522     	
4     	106.321     	184.666     	60.0942     	109.395     	182.185     	60.3035     	112.347     	184.35     	59.0686     	114.251     	184.185     	55.6419     	112.141     	182.666     	52.7264     	113.308     	179.524     	50.7264     	115.69     	179.924     	47.7115     	119.435     	178.96     	48.2272     	119.459     	175.705     	50.3904     	118.485     	176.777     	54.0328     	114.964     	176.964     	55.6452     	115.45     	179.247     	58.811     	114.082     	178.914     	62.4301     	115.743     	179.945     	65.821     	112.843     	178.079     	67.5983     	109.34     	179.199     	68.9412     	106.387     	177.529     	66.9945     	103.17     	179.18     	65.4634     	101.237     	182.396     	64.5465     	98.4221     	184.302     	62.5212     	99.2679     	184.743     	58.7564     	99.8234     	181.743     	56.3434     	101.282     	179.82     	53.2758     	102.791     	176.281     	53.7884     	102.866     	173.112     	56.1116     	103.541     	169.648     	54.4312     	106.206     	167.357     	56.083     	109.096     	169.353     	54.4232     	111.007     	171.268     	51.6544     	114.059     	172.62     	49.6227     	113.483     	174.828     	46.4236     	115.444     	175.601     	43.0909     	113.203     	176.419     	39.9941     	111.007     	179.579     	40.6653     	107.739     	179.501     	38.5604     	104.934     	181.847     	39.9689     	104.565     	182.191     	43.8142     	105.228     	179.076     	46.0601     	107.365     	181.27     	48.5101     	107.115     	185.121     	49.2188     	104.413     	187.841     	49.6112     	106.211     	191.192     	50.439     	103.269     	193.794     	50.6776     	105.487     	196.466     	52.3663     	108.827     	196.642     	50.3522     	
5     	116.083     	179.375     	55.2532     	113.882     	182.648     	54.9979     	116.249     	185.716     	54.3839     	116.287     	186.811     	50.6416     	118.25     	185.877     	47.4073     	118.713     	181.997     	47.7115     	118.51     	178.515     	49.4807     	120.234     	175.249     	50.4962     	121.316     	174.099     	54.0171     	119.539     	174.035     	57.4741     	116.366     	172.309     	59.0126     	113.115     	172.167     	61.1004     	110.356     	174.486     	62.5241     	108.566     	177.408     	64.3962     	106.764     	180.847     	64.4789     	108.235     	183.932     	62.6066     	105.196     	186.334     	62.3313     	102.451     	184.536     	64.4691     	100.028     	183.042     	61.8067     	100.521     	181.723     	58.2261     	100.312     	177.979     	59.3427     	100.38     	176.241     	55.9027     	103.39     	175.386     	53.5497     	104.62     	171.779     	52.8846     	104.803     	170.476     	56.5152     	108.448     	169.411     	57.4638     	111.052     	168.742     	54.6512     	113.732     	170.847     	52.6507     	112.311     	174.463     	52.7868     	110.2     	173.869     	49.5504     	112.456     	176.068     	47.2819     	114.167     	177.671     	44.1896     	111.245     	179.964     	43.068     	107.455     	178.982     	43.4283     	104.83     	177.322     	45.7985     	101.942     	179.633     	47.1125     	101.708     	179.924     	50.9973     	105.532     	179.938     	51.5596     	107.788     	182.948     	52.5738     	106.026     	185.821     	54.5745     	107.971     	188.164     	57.029     	111.393     	190.036     	56.7614     	110.677     	193.816     	57.1759     	108.974     	195.473     	54.0855     	108.827     	196.642     	50.3522     	
6     	121.338     	182.485     	55.9176     	119.221     	184.828     	53.6232     	118.773     	184.403     	49.7458     	121.774     	185.176     	47.4376     	120.887     	181.827     	45.5612     	117.912     	179.462     	46.3879     	119.196     	176.71     	48.8067     	118.806     	178.541     	52.2503     	116.617     	176.479     	54.683     	115.994     	178.154     	58.1343     	118.386     	177.426     	61.1597     	116.306     	178.163     	64.4274     	113.872     	181.157     	63.913     	113.288     	184.942     	64.535     	110.985     	186.477     	61.7675     	107.19     	185.889     	62.3097     	104.372     	184.271     	64.5196     	104.826     	180.49     	63.7038     	108.536     	180.189     	62.5374     	107.557     	179.768     	58.8001     	108.102     	177.669     	55.5655     	106.642     	177.384     	51.9364     	106.511     	173.481     	51.421     	107.826     	171.867     	54.7178     	111.582     	171.862     	55.6634     	113.682     	168.997     	53.9202     	115.232     	171.658     	51.4652     	114.187     	169.717     	48.2503     	117.292     	169.98     	45.8706     	116.519     	172.315     	42.8925     	112.712     	173.143     	42.9153     	108.87     	172.514     	42.5649     	105.656     	173.972     	44.1573     	103.122     	175.856     	46.498     	105.077     	179.264     	46.5138     	104.409     	183.06     	47.1588     	102.593     	185.966     	49.0101     	105.639     	187.33     	50.9625     	108.437     	184.84     	52.0371     	110.515     	187.46     	54.0293     	113.737     	189.388     	54.9909     	113.86     	190.586     	51.2574     	113.635     	193.795     	49.0675     	109.827     	193.277     	48.6053     	108.827     	196.642     	50.3522     	
7     	125.401     	176.504     	49.4034     	127.71     	178.837     	51.4338     	125.074     	181.706     	51.2612     	121.161     	182.094     	51.6556     	119.722     	178.904     	49.8844     	115.927     	179.772     	50.1039     	113.754     	178.734     	53.1336     	114.712     	181.138     	56.0486     	118.351     	180.178     	57.015     	118.067     	181.587     	60.6295     	118.333     	180.02     	64.1724     	115.12     	181.306     	66.0347     	113.965     	184.698     	67.4389     	110.24     	185.194     	68.4827     	106.483     	184.293     	67.9988     	103.444     	185.538     	65.8199     	103.694     	184.422     	62.0994     	103.755     	180.744     	63.3556     	104.452     	177.695     	61.0384     	107.66     	177.163     	58.8779     	107.313     	175.695     	55.3105     	109.048     	173.824     	52.4001     	110.228     	170.579     	54.1764     	112.869     	167.67     	54.547     	114.573     	166.319     	51.2883     	114.195     	168.379     	48.0204     	115.298     	172.009     	47.0548     	112.112     	174.285     	47.0777     	110.376     	176.661     	44.5488     	109.998     	177.927     	40.9249     	107.619     	176.572     	38.098     	106.251     	173.346     	39.7652     	105.745     	173.262     	43.6628     	103.732     	175.373     	46.2433     	105.223     	178.725     	47.6321     	105.098     	180.997     	50.7873     	106.442     	182.008     	54.2757     	109.783     	184.052     	54.053     	111.542     	185.857     	57.0164     	114.466     	188.038     	55.8209     	113.965     	187.978     	51.9477     	113.053     	190.538     	49.1254     	115.391     	193.616     	48.7503     	112.661     	196.118     	50.052     	108.827     	196.642     	50.3522     	
8     	123.84     	178.311     	54.3176     	122.51     	175.633     	51.7954     	120.769     	177.897     	49.1291     	120.334     	181.415     	47.4449     	119.878     	184.137     	50.226     	116.583     	185.773     	51.4085     	114.801     	183.182     	53.7271     	113.802     	179.407     	54.1695     	112.661     	177.559     	57.3894     	114.106     	180.066     	59.9949     	112.427     	178.071     	62.8868     	111.319     	180.241     	65.8714     	108.597     	182.743     	67.148     	107.064     	186.097     	65.9044     	108.237     	186.06     	62.1579     	107.798     	182.415     	60.9135     	106.28     	179.458     	58.8338     	106.636     	175.784     	57.6646     	104.071     	173.12     	56.5006     	103.19     	170.074     	58.7817     	105.935     	169.444     	61.4373     	109.239     	171.498     	61.193     	110.633     	172.254     	57.6624     	112.262     	173.075     	54.2028     	115.63     	173.027     	52.3222     	117.465     	172.7     	48.9509     	118.94     	173.288     	45.4257     	118.122     	175.037     	42.0341     	116.294     	175.988     	38.7021     	113.183     	178.386     	38.6493     	111.661     	177.306     	42.1158     	110.546     	176.652     	45.7582     	111.017     	175.36     	49.4086     	107.46     	175.89     	50.9243     	106.267     	179.302     	49.5645     	104.182     	182.162     	51.327     	104.949     	184.728     	54.1234     	108.133     	186.776     	55.0714     	111.458     	188.792     	54.5318     	110.111     	192.239     	55.821     	106.89     	194.352     	55.2319     	104.942     	192.766     	52.2387     	104.684     	193.101     	48.3123     	108.217     	194.428     	47.1954     	108.827     	196.642     	50.3522     	
9     	125.285     	175.185     	45.309     	126.209     	173.261     	48.5598     	124.683     	175.609     	51.3144     	121.664     	177.96     	51.8457     	122.894     	179.228     	55.2899     	121.512     	177.136     	58.2664     	118.853     	175.46     	60.5261     	115.043     	174.512     	60.5706     	112.464     	176.817     	58.7268     	109.501     	177.907     	61.0744     	108.93     	181.762     	61.3203     	108.188     	183.315     	64.8351     	105.696     	185.278     	67.0838     	102.724     	184.317     	64.779     	102.472     	181.899     	61.784     	101.815     	182.793     	58.0142     	104.787     	180.653     	56.7277     	106.956     	177.821     	55.1289     	105.947     	174.245     	56.4245     	106.85     	170.481     	56.7604     	110.738     	170.827     	56.8164     	113.849     	169.155     	55.2473     	117.311     	170.623     	56.0813     	120.731     	170.783     	54.2287     	119.066     	172.605     	51.2394     	117.213     	175.189     	49.0122     	117.564     	177.731     	46.0915     	113.944     	179.233     	46.1259     	111.589     	179.499     	43.0495     	107.719     	179.679     	42.6648     	106.089     	177.781     	45.6449     	107.352     	174.108     	45.2624     	108.619     	173.711     	48.9257     	110.999     	175.744     	51.2569     	114.037     	177.316     	53.0749     	115.059     	180.383     	55.1813     	115.618     	184.186     	55.6634     	114.613     	187.917     	55.3382     	111.985     	188.791     	52.594     	109.016     	186.31     	53.171     	105.266     	186.191     	52.2294     	104.719     	188.169     	48.9202     	107.431     	190.98     	48.9895     	109.272     	194.035     	47.4627     	108.827     	196.642     	50.3522     	
